Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Architect,-1,"Atlassian is continuing to hire with all interviewing and on-boarding done virtually due to COVID-19. Everyone new to the team, along with our current staff, will temporarily work from home until it is safe to return to our offices.

Job Description
Atlassian is looking for a Senior Data Architect to join our GTM - Data Engineering team and build world-class data solutions and applications that powers crucial business decisions throughout the organisation. We are looking for an open minded, structured thinker who is passionate about building systems at scale. You will enable a world-class engineering practice, drive the approach with which we use data, develop backend systems and data models to serve the needs of insights, and play an active role in making Atlassian data driven. You love thinking about the ways the business can consume this data and then figuring out how to build it.

More about you
As a data architect, you will have the opportunity to apply your strong technical experience on building analytics data models, that supports a broad range of analytical requirements across the company. You will work with other teams to continually evolve solutions as business processes and the requirements change. You enjoy working in a fast paced environment and you are able to take vague requirements and transform them into solid solutions. You are motivated by solving challenging problems, where creativity is as crucial as your ability to write code.
On a typical day, you may be consulted on the
Information architecture of our data lake.
Understand the existing analytical data models, reuse and make necessary revisions as required.
Understand Integration Design patterns & anti-patterns and create designs accordingly
Understand & Design Dimensional Data Models.
Understand & Design Tables leveraging different Hadoop File Formats
Working with different stakeholders to understand the business reporting needs and architect/build the data models, ETL processes and data applications that can help answer those needs.
Experience working with large datasets and are interested in reporting platforms and data visualisation using Tableau.
Optimise the data pipelines/infrastructure with the goal of providing data with quality and trust. As the data domain expert, you will be partnering with our technology teams, analytical teams, and data scientists across various initiatives
Understand the different source systems and their data attribution to identify the source of truths for bringing the trust in data while reporting
Experience in implementing Master Data Management (MDM) solutions.
You'll own a large program end-to-end, so those skills will come in handy not just to collect, extract, and clean the data, but also to understand the systems that generated it, and automate your analyses and reporting. On an on-going basis, you'll be responsible for improving the data by adding new sources, business rules, and producing new metrics that support the business. Requirements will be vague. Iterations will be rapid. You will need to be nimble and take smart risks.
On your first day, we'll expect you to have:
At least 12-15 years professional experience with at least 5 years as a data architect or in a similar role
Strong programming skills ( Python & Java(good to have) )
Experience in requirements collection, analysis, data profiling for BI systems.
Experience in working with project managers in drafting project plans and effort estimations
Experience in data warehouse modelling, master data management solutions.
Experience building data pipelines using Spark and/or Hive
Experience working in a technical environment with the following technologies: AWS data services (Redshift, Athena, EMR) or similar, Apache projects (Spark, Flink, Hive, Kafka)
You’re well versed in modern software development practices (Agile, TDD, CICD) and how they can apply to data engineering
Experience in building frameworks to aid in quality data pipelines.
Experience on Observability
Experience writing and tuning SQL
A willingness to accept failure, learn and try again
An open mind to try solutions that may seem crazy at first
A BE in Computer Science or equivalent experience
Mentoring junior team members through review processes.
We’d be super excited if you have:
Experience working on Apache Airflow (or similar tools) for orchestrating data pipelines
Experience building MDMs and other enterprise data integration solutions
Deployed ML models and know when best to use them
Followed a Kappa architecture with any of your previous deployments
Implemented solutions on top of Kafka
Good experience on building data solutions for Subscription businesses.
Above all else, as a data Architect you will be leading the development process, driving architectural decisions, and incorporating business and technology strategy. You will be earning the trust of other developers in the team and then coaching and influencing them into the right behaviour to build the ultimate analytical data model and pipelines.
You’ll be joining a team that is crazy smart and very direct. We ask hard questions and challenge each other to constantly improve our work. We are self-driven but team oriented. We're all about enabling growth by delivering the right data and insights in the right way to partners across the company.

More about our benefits

Whether you work in an office or a distributed team, Atlassian is highly collaborative and yes, fun! To support you at work (and play) we offer some fantastic perks: ample time off to relax and recharge, flexible working options, five paid volunteer days a year for your favourite cause, an annual allowance to support your learning & growth, unique ShipIt days, a company paid trip after five years and lots more.

More about Atlassian

Creating software that empowers everyone from small startups to the who’s who of tech is why we’re here. We build tools like Jira, Confluence, Bitbucket, and Trello to help teams across the world become more nimble, creative, and aligned—collaboration is the heart of every product we dream of at Atlassian. From Amsterdam and Austin, to Sydney and San Francisco, we’re looking for people who want to write the future and who believe that we can accomplish so much more together than apart. At Atlassian, we’re committed to an environment where everyone has the autonomy and freedom to thrive, as well as the support of like-minded colleagues who are motivated by a common goal to: Unleash the potential of every team.

Additional Information

We believe that the unique contributions of all Atlassians is the driver of our success. To make sure that our products and culture continue to incorporate everyone's perspectives and experience we never discriminate on the basis of race, religion, national origin, gender identity or expression, sexual orientation, age, or marital, veteran, or disability status.

All your information will be kept confidential according to EEO guidelines.",4.4,"Atlassian
4.4",Bengaluru,"Sydney, Australia",1001 to 5000 employees,2002,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,GitHub
Information Scientist,-1,"ThinkAnalytics is the leading provider and most widely deployed real-time personalized content recommendations engine in the market today, bringing together intelligent search with comprehensive media content recommendations.
Our Recommendations Engine broadens customers’ tastes with a unique personalized experience for live linear TV, VOD and over-the-top, delivered through multiple platforms including the set-top box, Web, IPTV, tablet, mobile, and more.
Our head office is in Glasgow-UK; other offices are in London-UK, Los Angeles-USA, Singapore and Pune, India.

Job Overview:
The ThinkAnalytics Content Recommendations Engine (CRE) analyses data from multiple content sources to provide recommendations for movies and television programmes.
To provide personalized recommendations, the CRE uses natural language processing to automatically extract features. However, this process is dependent on good quality synopses, which in some cases is not available.
When this happens, the Information Science Team carries out extensive research and categorizes any titles that are affected because of poor quality synopses.
We are currently hiring Information Scientists in the team who will work on the above stated improvements.

An Information Scientist’s responsibilities include:
• Analyzing the genre and feature information in catalogues (that include film and television content) from various countries and establish the right strategy to deliver the best recommendations
• Analyzing the customer’s metadata to identify any issues that may impact the quality of the recommendations
• Ensuring that the customer genres have maximum advantage of the ThinkAnalytics thesauri (in-house vocabulary)
• Liaise with the Project Managers, engineers and Leads to understand the work that needs to be carried out, be able to report any issues, and/or support them in any needed way
• Creating new and improving existing ThinkAnalytics thesauri
• Conducting general maintenance and documentation of any issues found in the ThinkAnalytics thesauri
• Helping with improvements in the different ThinkAnalytics products when needed

Educational Qualification:
A degree in Information Science/ Information Management/ Library and Information Science
Since this is an Associate level position, we are open to candidates from other backgrounds, but it is essential that they have prior experience in metadata curation/metadata tagging/development of taxonomies or thesauri/classification systems

Must Haves:
Must be a self-driven, fast learner and logical thinker who:
• Has an affinity for and in-depth knowledge about film and television content – both regional and international (international being key)
• Has excellent data research and analysis skills
• Has an eye for details/is detail-oriented
• Has excellent communication skills – both verbal and written English
• Is proficient in the use of MS Office (especially MS Excel) and general computer skills
• Has excellent problem-solving skills and the ability to use different tools and technologies creatively and effectively
• Shows interest in using technology to solve business problems and the willingness and ability to learn about new technology and contribute in discussions and generation of new ideas
• Is committed to delivering high quality results
• Follows in-house processes methodically
• Has the ability to work independently and/or as part of a team
• Possesses good organizational and time management skills

Added advantage:
• A background in linguistics/media studies/film studies
• Knowledge of additional regional or foreign languages (read-write-understand)
• Knowledge or experience with indexing (e.g., for books or movies)
• Experience in using relational databases and SQL
• Experience using GIT and/or other version control systems
• Knowledge/experience of any mark-up language (XML) or programming language
• Knowledge/experience with Atlassian tools (Jira, Bitbucket, Confluence, etc.)
• Knowledge of Unix/DOS",3.8,"ThinkAnalytics
3.8",Pune,"Glasgow, United Kingdom",51 to 200 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
Data Analyst,-1,"Site Name: India - Karnataka - Bangalore
Posted Date: Jul 23 2020

GSK is one of the worlds foremost pharmaceutical and healthcare companies and we are proud to be leading a healthcare revolution.

GSK Consumer Healthcare is seeking to make a Step Change in Digital, Data & Analytics and is establishing a new-from-the-ground-up Analytics Platform and Products purpose built to help execute on that vision. As a result, we are looking for a Data Analyst to join our Data & Analytics team.

By disrupting our approaches to R&D and commercial business processes, D&A is allowing us to integrate, simplify and unlock all our data to drive innovation, decision making and enable our transformation in servicing our patients, healthcare professionals and consumers.

The ideal candidate would be highly experienced in conducting data analysis on multiple projects simultaneously in a distributed global matrix environment. The Data Analyst will join a strong technical team in a technically demanding area of Tech and so the ideal candidate should possess a strong background in technology and be familiar with Agile and DevOps processes.

This role will provide YOU the opportunity to lead key activities to progress YOUR career. These responsibilities include some of the following.
Develop high-level requirements / use cases for projects to support business justification
Be face of Product Owner and translate the requirements in form of data mapping, logical data model for engineering team
Work closely with the Data Architect to turn conceptual data models into logical and physical models using best practices to ensure high data quality and reduced redundancy
Implement and document data architectures and data models consistent with business and technical requirements
Optimize and update logical and physical data models to support new and existing projects
Develop test scenarios and test cases in collaboration with data test engineer along with acceptance criteria
Identify and drive opportunities to reuse data models in new environments
Effectively communicates with both technical and non-technical staff, stakeholders, end-users, and vendors
Understand the needs and challenges of the commercial business environment.
Manages communications with engineering team members, internal and external partners, stakeholders, program staff and users
Provide leadership & best practice guidance for requirements analysis and prioritization.
Elicit business requirements from key stakeholders by using interviews, document analysis, requirements workshops, competitive product analysis, task and workflow analysis
Monitor and document post-implementation problems and revision requests to ensure it meets end user needs
Understand when to highlight risks or issues and ability to clearly communicate them to management teams and stakeholders.
In this role you will interface significantly with senior colleagues across the company in the Commercial Business & in the digital business including product development and new product introduction. This is an excellent time to be joining a highly successful market leader in the healthcare industry and drive significant technology change across the organization.
We are looking for professionals with these skills to achieve our goals. If you have them, we would like to speak to you.
Bachelors degree; MBA or relevant technical degree preferred. Ideal candidate would have built an impressive hands-on career to date in an advanced, recognized and innovative environment.
Extensive experience as a Business And/or Data Analyst in Data focused products and proven history working on and delivering complex projects in an Analytics environment space.
Deep expertise in producing conceptual, logical and physical data models, and using industry standards artefacts (e.g. ER diagrams) to visualize data models
An understanding of relational databases, including their structure and design
Advanced knowledge of database languages (SQL and variants) including pivoting data, hierarchical queries and query optimization/performance tuning
Experience of tools like JIRA, Azure DevOps and experience working in agile environment
Prior experience with working with Commercial and/or Supply chain data is a must.
Knowledge of Analytics & self-service BI approaches and predictive analytics solutions is a strong advantage.
Excellent oral and written communication skills with ability to align stakeholders from business and IT with competing priorities
A strong background in technology, analysis and critical evaluation of information gathered from multiple sources
Experience writing epics, features, stories including creating workflow/process flow diagrams
Very high level of interpersonal skills to work effectively with others, motivate team members, and elicit work output in a team environment
Proven experience in successfully working in a team setting and ability to reconcile conflicts
Strong problem-solving skills and willingness to roll up ones sleeves to get the job done
Have a highly innovative mind-set and experience with analytics in a healthcare or CPG company is a plus.
Why GSK?


Our values and expectations are at the heart of everything we do and form an important part of our culture. These include Patient focus, Transparency, Respect, Integrity along with Courage, Accountability, Development, and Teamwork. As GSK focuses on our values and expectations and a culture of innovation, performance and trust, the successful candidate will demonstrate the following capabilities.

GSKIndia_DA

*LI-GSK

Our goal is to be one of the worlds most innovative, best performing and trusted healthcare companies. We believe that we all bring something unique to GSK and when we combine our knowledge, experiences and styles together, the impact is incredible. Come join our adventure at GSK where you will be inspired to do your best work for our patients and consumers. A place where you can be you, feel good and keep growing.

Important notice to Employment businesses/ Agencies

GSK does not accept referrals from employment businesses and/or employment agencies in respect of the vacancies posted on this site. All employment businesses/agencies are required to contact GSK's commercial and general procurement/human resources department to obtain prior written authorization before referring any candidates to GSK. The obtaining of prior written authorization is a condition precedent to any agreement (verbal or written) between the employment business/ agency and GSK. In the absence of such written authorization being obtained any actions undertaken by the employment business/agency shall be deemed to have been performed without the consent or contractual agreement of GSK. GSK shall therefore not be liable for any fees arising from such actions or any fees arising from any referrals by employment businesses/agencies in respect of the vacancies posted on this site.

It has come to our attention that the names of GlaxoSmithKline or GSK or our group companies are being used in connection with bogus job advertisements or through unsolicited emails asking candidates to make some payments for recruitment opportunities and interview. Please be advised that such advertisements and emails are not connected with the GlaxoSmithKline group in any way.

GlaxoSmithKline does not charge any fee whatsoever for recruitment process. Please do not make payments to any individuals / entities in connection with recruitment with any GlaxoSmithKilne (or GSK) group company at any worldwide location. Even if they claim that the money is refundable.

If you come across unsolicited email from email addresses not ending in gsk.com or job advertisements which state that you should contact an email address that does not end in gsk.com, you should disregard the same and inform us by emailing askus@gsk.com, so that we can confirm to you if the job is genuine.",3.9,"GSK
3.9",Bengaluru,"Brentford, United Kingdom",10000+ employees,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,₹500+ billion (INR),"Pfizer, AstraZeneca, Merck"
Senior Data Scientist,-1,"Salary
DOE
Number of positions
1
Description
A senior data scientist will assist customers by being able to deliver a ML / DL project from beginning to end, including understanding the business need. And, use Deep Learning frameworks like MXNet, Caffe 2, Tensorflow, Theano, CNTK, and Keras to help customers build DL models.
Minimum Qualification
A Bachelor or Masters Degree in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.)
7+ years of industry experience in predictive modelling, data science and analysis.
Technical Skills
Experience using Python and/or R and SparkML.
Experience using ML libraries, such as scikit-learn, caret, mlr, mllib
Experience working with GPUs to develop models.
SQL
Responsibilities
Experience giving data presentations.",5.0,"TCPWave
5.0",Hyderabad,"Princeton, NJ",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,₹50 to ₹100 million (INR),-1
Senior Data Analyst,-1,"We are seeking a full-time Senior Data Analyst with 5 years or more experience of doing various marketing campaigns using SAS model, strong analytical skills and keen attention to detail to develop and deliver marketing programs for retail, finance, insurance and other businesses.

Must have grounding in traditional data mining/database marketing and experience in the evolving digital data marketing landscape. Bridgetree is a virtual company and the position will require to work from Kolkata/Bangalore-India office. Must be a legal Indian resident.

Requirements:
Creates Marketing campaigns e.g. Mailing, e-mailing, Call lists etc.
Analyzes Data and builds various reports efficiently using different business intelligence and reporting tools
Responds to various data requests like building waterfall and customer profile reports, Mail/Email Campaign Response Analysis
Performs additional checks and implement diagnostic reporting to ensure that the final production is 100% accurate and quality assured
Recommends and implements better ways to make the process lean and efficient – set up and maintain automated data processes
Qualifications:
5+ years of working experience in a Statistical Analyst role using SAS, SQL. Knowledge of SSIS, R or Python will be added advantage.
Must have a master’s degree in Mathematics, Statistics or Economics with good educational background.
Personally, strives to ensure data quality, consistency, and accuracy in all work.
Desires to participate in a learning environment where sharing and collaboration with others is the culture.
Must have great communication and problem-solving skills
To apply: Please email your resume to jobs@bridgetree.com",4.0,"Bridgetree
4.0",Bengaluru,"Mooresville, NC",51 to 200 employees,1995,Company - Private,Advertising & Marketing,Business Services,₹1 to ₹5 billion (INR),-1
Principal - Software Engineering - Data Scientist,-1,"Job Description:


Job TitlePrincipal Software Engineering - Data Science (Data Scientist)

The Purpose of This Role

The Artificial Intelligence Chapter delivers both internal use cases, digital tools and customer facing applications by leveraging a diverse set of data sources. We employ a full spectrum of data science techniques - statistical models, predictive models from machine learning, and topic modeling from natural language processing are all part of the mix. You will work on data science projects at the intersection of machine learning and financial services, with data engineers, software developers, and other data scientists. You will work on all phases of projects, from initial design to the final coding updates to put into production.

The Value You Deliver
Leading & building data science applications from inception to installation for various FMR business units
Supporting existing Analytics, Research & Data interdisciplinary teams, whose members will be data scientists, software developers, and data engineers
Designing and build machine learning models in latest frameworks and algorithms
Communicating project updates & value created through work to both technical and business stakeholders
The Skills that are Key to this role

Technical / Behavioral
You are knowledgeable about machine learning and statistics
Expert in handling various data types and structures: structured, unstructured, voice, static versus streaming data. Extensive prior experience in integrating data
Possess extensive knowledge of and experience in applying data mining and machine learning, deep learning and Reinforcement learning techniques
Expertise in Natural Language Processing (NLP) and Natural Language Understanding (NLU) techniques
You are fluent in Python and SQL with an ability to design, train, and code up machine learning and statistical models (experience with big data platforms such as Snowflake, Spark, and Hive is a big plus)
You know how to work well in a team to deliver on both business and technical requirements
The Skills that are Good to Have for this role
Experience in working with any AI/NLP for building chatbots with any one of the technologies (JavaScript, Node.js or Python).
You have excellent technical communication skills, with an ability to give compelling presentations
How Your Work Impacts the Organization

Analytics, Research & Data delivers business analytics, financial research & data capabilities to various business units with Fidelity. We use data and analytics to personalize incredible customer experiences and develop solutions that help our customers live the lives they want. As part of our digital transformation, we have significant investments to create innovative big data capabilities and platforms. One of them is to build various enterprise data lakes by gathering data across Business Units.

The Expertise Were Looking For
10+ years of hands-on experience in Data Science, Machine Learning/AI use cases
Graduate / Post Graduate degree with focus on Mathematics, Statistics & Programming
5+ years of hands-on Python, SQL programming experience
Location : Bangalore - Manyata/EGL

Shift timings: 11:30 am - 7:30 pm

Certifications:
Category:
Information Technology",4.0,"Fidelity Investments
4.0",Bengaluru,"Boston, MA",10000+ employees,1946,Company - Private,Investment Banking & Asset Management,Finance,₹500+ billion (INR),"Charles Schwab, Vanguard, Citi"
Lead Data Scientist,-1,"Position Description

This position is in the data science team under the Advertising Technology organization. The mission of the Advertising Technology organization is to advance Walmart eCommerce by driving higher value for our customers and vendor partners. Walmart is investing in building a world class advertising platform and the Ads team is responsible for defining and performance advertising products that drive discovery, sales and profits.

We are a highly motivated group of Big Data Geeks, Data Scientists and Applications Engineers, working in small agile group to solve sophisticated and high impact problems. We are building smart data systems that ingest, model and analyse massive flow of data from online and offline user activity. We use cutting edge machine learning, data mining and optimization algorithms on ad relevance, ranking and campaign optimization.

The senior data scientist of ad targeting will be leading a team of data scientists and machine learning engineers to build the next generation ad targeting and scoring solution. Join us if you want to be spending your time on:

• Working with product and other business stakeholders to define our roadmap to drive advertiser value and enhance customer experience;

• Leading a team of data scientists and machine learning engineers to develop, implement, and test scalable solutions for improving ad targeting; interacting with other teams to define interfaces and resolving dependencies;

• Researching and implementing methodologies to measure the impact of the technologies;

• Initiating and proposing unique and promising modelling projects, developing new and innovative algorithms and technologies, pursuing patents where appropriate;

• Staying current on published data mining, machine learning and modelling techniques and competing technologies and sharing these findings with scientists and engineers in the organization;

• Maintaining world-class academic credentials through publications, presentations, external collaborations and service to the research community.

Minimum Qualifications

Bachelors or equivalent degree in a computational science with 10+ years OR Masters or equivalent degree in a computational science with 6+ years of experience in Machine Learning/Statistics/Data Science;

Experience with traditional as well as modern machine learning/statistical techniques, including Regression, Classification, Ensemble Methods, Deep Learning and Reinforcement Learning;

Strong implementation experience with high-level languages, such as Python, R, Scala or similar scripting language, and familiarity with Linux/Unix/Shell environments;

Strong hands-on skills in sourcing, cleaning, manipulating and analysing large volumes of data using distributed computing platform;

2+ years of experience mentoring junior data scientists;

Strong written and oral communication skills.

Preferred Qualifications

Ph.D. in a computational science with an emphasis in Machine Learning;

Experience in online advertising, recommender system, ecommerce or relevant areas;

Experience with end-to-end modelling projects emerging from research efforts;

Excellent academic or industrial track record of proposing, conducting and reporting results of original research, plus collaborative research with publications;

2+ years of experience managing a data science/modelling team.",3.3,"Walmart
3.3",Bengaluru,"Bentonville, AR",1001 to 5000 employees,1962,Company - Public,"Department, Clothing, & Shoe Shops",Retail,₹500+ billion (INR),"Target, Costco Wholesale, Amazon"
Senior Machine Learning Engineer,-1,"Ushur is transforming the way businesses communicate, with cutting-edge AI and automation technologies. Previously using outdated emails and phone calls, businesses are now automating their conversations with automated text-messaging using Ushur’s platform. We are creating breakthrough experiences for our enterprise customers by deploying the best of web, mobile and data analytics technologies. We focus on fast, iterative development with an emphasis on design-right philosophy. Currently, at Ushur, we are experiencing unprecedented & exciting growth with endless opportunities to innovate!

The Role

Ushur seeks a Senior Engineer with Machine Learning Expertise to join a high-impact team to enhance the Language Intelligence framework that is at the core of industry’s leading Micro-Engagement Platform from Ushur.

What you’ll be doing…

As one of the key members of of the Language Intelligence team, your responsibilities will include:
Design, develop and support machine learning and deep learning models involving
Ushur’s Language Intelligence that encompasses the spectrum of NLP and NLU to support information processing as well as drive the Ushur micro-engagements with users.
Responsible for designing and/or adapting various algorithms, undertaking experiments and impacting the Ushur Micro-engagement Platform.
Construct comprehensive knowledge graphs to support various applications that are delivered over the Ushur Platform.
Research and employ modern algorithms into the Ushur Platform to keep innovating with efficiency, impacting the feature-base of Ushur’s Platform.

Collaborating with engineers from AI & other teams on data analysis and feature design efforts

Qualifications

MS/PhD in Computer Science or related field
At least 3 years hands-on working experience in the AI/ML Area
Demonstrable experience with NLP/NLU techniques, language data
Strong knowledge of NLP tasks and techniques, NER, training machine learning models, neural networks
Strong programming skills in Python or Java and fluency in data manipulation (SQL/Spark/Pandas) and machine learning kits like scikit-learn, Keras/Tensorflow, XGBoost, Gensim
Excellent verbal & written communication, strong organizational skills and attention to detail

Why Join us?

We are passionate about Ushur, our product, and helping our employees grow and develop in their career in a caring, collaborative environment. We offer a very competitive compensation plan & stock options for the ideal candidates.",4.4,"Ushur
4.4",Bengaluru,"Sunnyvale, CA",1 to 50 employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
Data Analyst,-1,"No. of Positions : 1

Total Relevant Experience : Fresher - 3 Years

Education : BE (Computers / IT), MCA, M.Sc. or any equivalent degree

Job Description :
• Interpret data and analyse results using statistical techniques and algorithms.

• Understand the business requirements and provide proper solution.

• Perform basic pre-processing of data.

• Extract data and provide solution for implementing transformation and manipulation of data.

• Develop and provide support to various reporting processes.

• Create dashboards, graphs and visualizations from data.

• Should have ability to acquire knowledge on new things, especially about technological developments.",2.5,"Insigno Quipment
2.5",Ahmedabad,"Ahmedabad, India",51 to 200 employees,2002,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,-1
Urgent requirement For Data Scientist Position,-1,"Tasks:-

Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.
Analyze and interpret statistical data to identify significant differences in relationships among sources of information.
Collating and analyze data from company databases to drive optimization and improvement of Employee Management, Work Environment, Employee Experience, Employee Retention, product development, marketing techniques and business strategies.
Use predictive modeling to increase and optimize Employee experience, Reduce employee crunch, customer experiences, revenue generation marketing target and other business outcomes.
Identify relationships and trends in data, as well as any factors that could affect the results of research.
Develop Machine Learning Models to accurately perform predictive analytics using python and R.
Interactive visualization using Python Scripts & R Scripts.
Determine whether statistical methods are appropriate, based on user needs or research questions of interest.
Prepare data for processing by organizing information, checking for inaccuracies, and adjusting and weighting the raw data.
Coordinate with different functional teams to implement models and monitor outcomes.
Develop processes and tools to monitor and analyze model performance and data accuracy.
Automating Microsoft excel and other Microsoft applications using VBA & Python
Work Styles
Analytical Thinking— Job requires analyzing information and using logic to address work-related issues and problems.
Attention to Detail— Job requires being careful about detail and thorough in completing work tasks.
Integrity— Job requires being honest and ethical.
Dependability— Job requires being reliable, responsible, and dependable, and fulfilling obligations.
Achievement/Effort— Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.

Required Candidate profile

Skills :-

Mathematics— using mathematics to solve problems.
Critical Thinking— using logic and reasoning to identify the strengths and weaknesses of alternative solutions, conclusions or approaches to problems.
Reading Comprehension— Understanding written sentences and paragraphs in work related documents.
Active Listening— Full attention to what other people are saying, taking time to understand the points being made, asking questions as appropriate, and not interrupting at inappropriate times.
Complex Problem Solving— Identify complex problems and reviewing related information to develop and evaluate options and implement solutions.
Excellent written and verbal communication skills for coordinating across teams.

Technical Skills :-

Analytical or scientific software— SAS, StataCorp Stata, The MathWorks MATLAB, XLISP-STAT, SPSS, Microsoft Power BI, Tableau
Data base management system software— Apache Hadoop; Apache Pig; Teradata Database
Object or component oriented development software— Python; R; SAP PowerBuilder
Good Working Experience on JavaScript & VBA Macros
SAP Knowledge is must.

Salary: Not Disclosed by Recruiter

Industry:Industrial Products / Heavy Machinery

Functional Area:IT Software - DBA, Datawarehousing

Role Category:Programming & Design

Role:Database Architect/Designer

Keyskills
SAP
Data Analyst
Power Builder
Data scinetist
Python
Desired Candidate Profile
Please refer to the Job description above

Education-

UG:B.Sc - Statistics

PG:MS/M.Sc(Science) - Statistics

Company Profile

Walchandnagar Industries Ltd.

Walchand Industries limited (WIL)

Walchand Industries is an ISO 9001: 2015 certified global company specializing in heavy engineering and project execution, hi tech manufacturing. We not only offer an entire range of services involved in the design and construction of plants and machinery for a variety of business such as sugar, cement and railways industry but also develop critical and complex components for nuclear, defence, aerospace and missile sectors.
Apart from this, we have also diversified our portfolio and made significant headway in Oil & Gas, Mining & Bulk, Mineral Processing and Bulk Material handling, Foundry as well as Precision Instruments.
Backed by a strong foundation and a century old tradition of providing excellence in engineering, we are not just a trusted name in India but have also succeeded in expanding our footprint across South America, Africa, Asia and Middle East.
In the India Inc., we are highly regarded for our pioneering achievements and for our contribution to nation building activities.
We are strongly customer driven and firmly believe in serving our customers in a timely and cost efficient manner and in the process, adding value to ourselves. A perfect blend (amalgamation) of superior technical expertise, sound project management capabilities as well as a relentless commitment to the highest standards of quality, ethics and efficiency is the reason why customers choose us/ ( is what makes us a (preferred) vendor of choice).
Our continuous quest for quality compels us to partner with leading OEMs around the world to ensure we deliver our best to our customers.

Led by a strong focussed management team and supported by a team of a highly qualified talent base comprising of engineers and technicians, we strive to create an environment that enables individuals to achieve functional excellence, continuous improvement, teamwork and innovation in order to satisfy our stakeholders.",3.7,"Walchandnagar Industries
3.7",Pune,India,Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Principal Data Scientist,-1,"Yodlee’s Data Science team is driving innovations using Big Data at Yodlee. We have a high-caliber, focused and a mission-driven culture for our teams. The models we build and the analysis that we derive from financial data matters to crucial cutting-edge business decisions made across the global financial services firms every day and solves real world problems. We are leveraging our deep expertise in financial data to launch innovative solutions into the Financial Services Industry.

Description

You need to be a thinker. We are looking for a very curious data scientist who enjoys a deep dive into the raw data to help figure out the right set of questions and find the answers to those questions.

You also need to be a doer. You will be responsible for data cleansing, transformation and creating predictive models and classifiers.

You need to be smart and build smart products. A big part of this job is about creating actionable insights for our customers and the business using machine learning and statistical techniques. Translate analytic insights into concrete, actionable recommendations for business or product improvement.

You need to be ambitious. You must be passionate about applying mathematical modeling to solve real world problems. You must be willing to work with a team of modelers on cutting-edge prediction techniques who knows the best practices around modeling and validation. And more than anything, you must love to turn ideas into reality. If you are the happiest when you can prove the impact of statistical models/machine learning in generating business impact, let us know.

Required Skills and Experience:
8+ years of experience in the area of data science/machine learning (OR) PhD degree specializing in a relevant field such as Probability, Statistics, Machine Learning, Data Mining, Artificial intelligence/Computer Science.
Deep understanding of statistical modeling/machine learning/ data mining concepts
Strong analytical and quantitative problem solving ability
Strong interpersonal and communication skills: ability to tell a clear, concise, actionable story with data, to folks across various levels of the company.
Experience in managing high performance teams",-1,Envestnet | Yodlee,Bengaluru,-1,-1,-1,-1,-1,-1,-1,-1
